created_at,twitter_id,screen_name,followers_count,friends_count,favorite_count/like_count,retweet_count,hashtags,mentions,in_reply_to_screen_name,twitter_url,text,is_retweet,is_quote,coordinates,url1,url1_expanded,url2,url2_expanded,media_url
2016-09-26 17:52:09+00:00,780464994479542272,tlajj5,21,18,0,0,"TrumpTrain, MAGA",realDonaldTrump,,http://twitter.com/tlajj5/status/780464994479542272,RT @realDonaldTrump: New national Bloomberg poll just released - thank you! Join the MOVEMENT: https://t.co/3KWOl2ibaW.  #TrumpTrain #MAGA…,Yes,No,,https://t.co/3KWOl2ibaW,http://www.DonaldJTrump.com,,,
2016-09-26 17:55:09+00:00,780465749794123777,Kosky98,87,82,0,0,Debates2016,HebertEtHalfred,,http://twitter.com/Kosky98/status/780465749794123777,RT @HebertEtHalfred: Quoi ? #Debates2016 ou quoi ?? https://t.co/NUYvbc0kYc,Yes,No,,,,,,http://pbs.twimg.com/media/CtTFQ2rWcAAKLb7.jpg
2016-09-26 17:56:34+00:00,780466104720236545,DeplorableTink,84,66,0,0,"sundaythoughts, ImWithHer, Debates2016, CrookedHillary",taydark_77,,http://twitter.com/DeplorableTink/status/780466104720236545,RT @taydark_77: #sundaythoughts We all know who the real deplorable's are. Every #ImWithHer crew. #Debates2016 #CrookedHillary https://t.co…,Yes,No,,,,,,
2016-09-26 18:03:19+00:00,780467803266682880,EmiliaSaez10,10,734,0,0,"HILLARYPRESIDENT, HillaryClinton, presidentialelection, PresidentialDebate, debatenight","VigilanteArtist, HillaryClinton",,http://twitter.com/EmiliaSaez10/status/780467803266682880,RT @VigilanteArtist: RT #HILLARYPRESIDENT @HillaryClinton   #HillaryClinton #presidentialelection #PresidentialDebate #debatenight #Debates…,Yes,No,,,,,,
2016-09-26 18:04:10+00:00,780468017276784640,chilepeppermama,975,977,0,0,debatenight,thehill,,http://twitter.com/chilepeppermama/status/780468017276784640,RT @thehill: Bloomberg to fact-check Clinton-Trump debate live: https://t.co/wlCugYe7x6 #debatenight https://t.co/UrtUkAW1Gs,Yes,No,,https://t.co/wlCugYe7x6,http://hill.cm/OaB1QSz,,,http://pbs.twimg.com/media/CtSnPHXWAAEWnVH.jpg
2016-09-26 18:08:14+00:00,780469039856398336,keenlykenzie,4,10,0,0,,HillaryClinton,,http://twitter.com/keenlykenzie/status/780469039856398336,RT @HillaryClinton: These headlines on Trump's lies are from just one week of his campaign.  Imagine four years of his presidency. https://…,Yes,No,,,,,,
2016-09-26 18:11:12+00:00,780469786631344128,grwaskom2826,546,1030,0,0,debates,"trumper4life, realDonaldTrump",,http://twitter.com/grwaskom2826/status/780469786631344128,RT @trumper4life: Retweet if you understand that @realDonaldTrump is fighting corrupt Wall St. Funded Uniparty!  #debates https://t.co/G30h…,Yes,No,,,,,,
2016-09-26 18:17:37+00:00,780471404563091457,ForConstitution,21,32,0,0,,HillaryClinton,HillaryClinton,http://twitter.com/ForConstitution/status/780471404563091457,@HillaryClinton see you at the debates! https://t.co/9jYm9qmoQ4,No,Yes,,https://t.co/9jYm9qmoQ4,https://twitter.com/realdonaldtrump/status/780377077518364673,,,
2016-09-26 18:18:00+00:00,780471500709040128,marty10707,2530,1742,0,0,,HillaryClinton,,http://twitter.com/marty10707/status/780471500709040128,RT @HillaryClinton: These headlines on Trump's lies are from just one week of his campaign.  Imagine four years of his presidency. https://…,Yes,No,,,,,,
2016-09-26 18:18:54+00:00,780471725804785665,mrshellwinger,132,327,0,0,,realDonaldTrump,realDonaldTrump,http://twitter.com/mrshellwinger/status/780471725804785665,@realDonaldTrump Read THIS-from someone who knows Trump very well: https://t.co/JNQvJIEEic,No,No,,https://t.co/JNQvJIEEic,https://www.bloomberg.com/view/articles/2016-09-26/how-trump-rides-on-waves-of-other-people-s-money,,,
2016-09-26 18:22:43+00:00,780472685797060608,Mo_An2016,1413,1063,0,0,,6bird4,,http://twitter.com/Mo_An2016/status/780472685797060608,RT @6bird4: One of the best Pepe's ever https://t.co/Bwa6Y6JTrK,Yes,Yes,,https://t.co/Bwa6Y6JTrK,https://twitter.com/angelojohngage/status/780471356932497408,,,
2016-09-26 18:23:30+00:00,780472884955324416,ArleySpillane,115,126,0,0,,DiamondandSilk,,http://twitter.com/ArleySpillane/status/780472884955324416,"RT @DiamondandSilk: Hey Y'all, Join us tonight at 9:00 pm 4 our Twitter &amp; Facebook Live Debate Party, Starting at 9:00 pm EST  Be on time,…",Yes,No,,,,,,
2016-09-26 18:26:34+00:00,780473652995162112,Trudyadair1,92,179,0,0,,LindaSuhler,,http://twitter.com/Trudyadair1/status/780473652995162112,"RT @LindaSuhler: While Trump's been out speaking with The People, Hillary's been closeted with her fellow elites, rehearsing her lies. Says…",Yes,No,,,,,,
2016-09-26 18:26:51+00:00,780473724373917696,pr00012,66,131,0,0,"Debates2016, TrumpPence16","THETXEMBASSY, TheDemocrats, HillaryClinton",,http://twitter.com/pr00012/status/780473724373917696,RT @THETXEMBASSY: Great Moments in @TheDemocrats History  #Debates2016  https://t.co/JGZ4TwzCTs #TrumpPence16  @HillaryClinton 👵 Hag 🆚 @rea…,Yes,No,,https://t.co/JGZ4TwzCTs,https://youtu.be/cn4Z2r8I2Pw,,,
2016-09-26 18:29:24+00:00,780474367864102913,ROCKONDUDE2,4123,4824,0,0,"debatenight, Debates2016",SandraTXAS,,http://twitter.com/ROCKONDUDE2/status/780474367864102913,RT @SandraTXAS: Leaked FBI Data Reveal 7700 Terrorist Encounters in USA in 1 Year https://t.co/16cvjtdUGO #debatenight #Debates2016 #debate…,Yes,No,,https://t.co/16cvjtdUGO,http://bit.ly/2dlFINs,,,
2016-09-26 18:34:32+00:00,780475658245812224,ExpatInc,1378,2679,0,0,"best, android, stock, app, mondaymotivation, debatenight",,,http://twitter.com/ExpatInc/status/780475658245812224,"$CCL predictons on #best #android #stock #app: https://t.co/QpareN4Svp , https://t.co/QcxLcWhUSL #mondaymotivation #debatenight",No,No,,https://t.co/QpareN4Svp,https://goo.gl/nq2pwV,https://t.co/QcxLcWhUSL,https://www.youtube.com/watch?v=LLC6IF_3gQo,
2016-09-26 18:39:29+00:00,780476904210071552,realbigstriper,2790,4081,0,0,debatenight,TEN_GOP,,http://twitter.com/realbigstriper/status/780476904210071552,RT @TEN_GOP: US sailor gets 1 year of prison for being reckless w/ 6 photos of sub  Hillary gets away w/ 15k emails..  #debatenight #Debate…,Yes,No,,,,,,
2016-09-26 18:42:09+00:00,780477575214800897,Madgenu11,86,7,0,0,"Debates, DonaldTrump",coton_luver,,http://twitter.com/Madgenu11/status/780477575214800897,RT @coton_luver: #Debates I have questions about #DonaldTrump 's cozy relationship with Russia. Don't u? https://t.co/xOzAdb0mfJ,Yes,No,,https://t.co/xOzAdb0mfJ,https://amp.twimg.com/v/52d1e95b-ca45-465b-b481-f961b65ab475,,,
2016-09-26 18:51:25+00:00,780479908128620544,kvg1988,1569,2006,0,0,"RiggedSystem, NeverHillary, Debate, VoteTrump",LindaSuhler,,http://twitter.com/kvg1988/status/780479908128620544,RT @LindaSuhler: YUP. #RiggedSystem #NeverHillary Voters See #Debate Moderators Giving Clinton A Helping Hand  #VoteTrump https://t.co/ALIg…,Yes,No,,,,,,
2016-09-26 18:58:20+00:00,780481648735518720,elidaalonso53,3026,2936,0,0,,cowboytexas,,http://twitter.com/elidaalonso53/status/780481648735518720,"RT @cowboytexas: https://t.co/R9fWi52kEV Behold the GOPs not-so-secret plan to dismantle government services: Defund, degrade and then priv…",Yes,No,,https://t.co/R9fWi52kEV,http://bit.ly/2dwrKvx,,,
2016-09-26 19:00:37+00:00,780482225003433984,publius_reagan,3186,3544,0,0,"PrayerWarriors, PrayerTeam, Christians, Pray4Trump, DebateNight, Debate, MEGA, TrumpTrain","PJStrikeForce, realDonaldTrump",,http://twitter.com/publius_reagan/status/780482225003433984,RT @PJStrikeForce: 🙏🏻 #PrayerWarriors #PrayerTeam #Christians  #Pray4Trump #DebateNight  #Debate .@realDonaldTrump  #MEGA #TrumpTrain https…,Yes,No,,,,,,
2016-09-26 19:01:26+00:00,780482430620663808,LVNancy,13761,4041,0,0,"StopIslam, DebateNight",SamPeiffer,,http://twitter.com/LVNancy/status/780482430620663808,RT @SamPeiffer: Islamic State sex slaves auctioned off in UK/US ally Saudi Arabia   https://t.co/VDmW4olURC #StopIslam #DebateNight https:/…,Yes,No,,https://t.co/VDmW4olURC,https://www.jihadwatch.org/2016/09/islamic-state-sex-slaves-auctioned-off-in-ukus-ally-saudi-arabia,,,
2016-09-26 19:01:39+00:00,780482486031814656,jrochaga,7447,1482,0,0,Debate,"HillaryClinton, realDonaldTrump, jrochaga",,http://twitter.com/jrochaga/status/780482486031814656,Hoy desde las 22 vamos a analizar el #Debate entre @HillaryClinton y @realDonaldTrump  Los espero en tw @jrochaga https://t.co/oX6QZ6DxAl,No,No,,,,,,http://pbs.twimg.com/media/CtTT_59XEAI_ms5.jpg
2016-09-26 19:07:47+00:00,780484028004577280,carigastwirth,470,385,0,0,,WonderWoman934,,http://twitter.com/carigastwirth/status/780484028004577280,"RT @WonderWoman934: Vote for Hillary. She is the real deal. To make America better than ever, vote blue up and down the ticket. https://t.c…",Yes,Yes,,,,,,
2016-09-26 19:12:09+00:00,780485126358728704,guerllaradio,546,164,0,0,debate,,,http://twitter.com/guerllaradio/status/780485126358728704,#debate https://t.co/6Hi19vBY7v,No,No,,,,,,http://pbs.twimg.com/media/CtTXE1sXgAEkO4k.jpg
2016-09-26 19:14:43+00:00,780485772826832896,PredictIt,12291,233,0,0,"Debates2016, DebateNight","HillaryClinton, realDonaldTrump",,http://twitter.com/PredictIt/status/780485772826832896,"Ahead of #Debates2016, @HillaryClinton falls 3¢ and @realDonaldTrump rises 4¢. What will happen on #DebateNight?… https://t.co/ubBY5BaSdv",No,No,,https://t.co/ubBY5BaSdv,https://twitter.com/i/web/status/780485772826832896,,,
2016-09-26 19:21:29+00:00,780487476272136192,paul_ee,1107,1007,0,0,debates,twitter,,http://twitter.com/paul_ee/status/780487476272136192,RT @twitter: Tonight: the first of the US presidential #debates will be streaming LIVE on Twitter. Tap ⬇️ to watch at 8:30pm ET. https://t.…,Yes,No,,,,,,
2016-09-26 19:22:36+00:00,780487755700834304,SoniaKatiMota,1902,1368,0,0,,1BLKMOUNTAIN,,http://twitter.com/SoniaKatiMota/status/780487755700834304,RT @1BLKMOUNTAIN: What the brilliant Sonia said https://t.co/7ze34AGSgn,Yes,Yes,,https://t.co/7ze34AGSgn,https://twitter.com/soniakatimota/status/780487028958003200,,,
2016-09-26 19:25:30+00:00,780488485832683520,anArcticChiller,194,189,0,0,"debatenight, HeyJill","GreenPartyUS, DrJillStein",,http://twitter.com/anArcticChiller/status/780488485832683520,RT @GreenPartyUS: Tonight @DrJillStein will be holding a Twitter Q &amp; A session after #debatenight! Tweet your questions using #HeyJill to h…,Yes,No,,,,,,
2016-09-26 19:26:20+00:00,780488695027752960,Piolinna,6013,3222,0,0,,jimlibertarian,,http://twitter.com/Piolinna/status/780488695027752960,RT @jimlibertarian: The Clinton crime dynasty will be very displeased that the Clinton bureau of non-investigation allowed these leaks😱 htt…,Yes,Yes,,,,,,
2016-09-26 19:26:44+00:00,780488795540062208,FreddyMavis,904,1580,0,0,debatenight,deanjnorris,,http://twitter.com/FreddyMavis/status/780488795540062208,RT @deanjnorris: I predict tonites debate will inadvertently be the single best argument for fully legalizing marijuana.  #debatenight,Yes,No,,,,,,
2016-09-26 19:30:57+00:00,780489857277632512,RyanPangburn,253,1532,0,0,"debatenight, Debates2016",,,http://twitter.com/RyanPangburn/status/780489857277632512,WATCH the Trump campaign's newest great ad!   Spread it far &amp; wide! #debatenight #Debates2016… https://t.co/LEnB82tA9B,No,No,,https://t.co/LEnB82tA9B,https://twitter.com/i/web/status/780489857277632512,,,
2016-09-26 19:34:27+00:00,780490737490268161,MWAgain,1716,1931,0,0,"OmmitedHillaryQuestions, ClintonFoundation, Benghazi",LeahR77,,http://twitter.com/MWAgain/status/780490737490268161,RT @LeahR77: #OmmitedHillaryQuestions If No One Is Too Powerful For Jail👉 Why Is It You're Above The Law #ClintonFoundation #Benghazi #deba…,Yes,No,,,,,,
2016-09-26 19:34:45+00:00,780490813314887680,liotier,617,855,0,0,debatenight,FearDept,,http://twitter.com/liotier/status/780490813314887680,RT @FearDept: Framing issues is key. We've instructed #debatenight moderators to introduce questions with statements sourced from Departmen…,Yes,No,,,,,,
2016-09-26 19:36:31+00:00,780491258460372992,JoinBrigade,2881,235,0,0,debatenight,"INFORUMsf, HotelZetta, JoinBrigade, KQED, fortpointbeer",,http://twitter.com/JoinBrigade/status/780491258460372992,RT @INFORUMsf: It's #debatenight! We're excited to watch at the @HotelZetta  with @JoinBrigade and @kqed and thanks to @fortpointbeer for y…,Yes,No,,,,,,
2016-09-26 19:36:47+00:00,780491325766598656,Thejohsons1,81,270,0,0,"BeyondBorders, debates",CelebrityCruise,,http://twitter.com/Thejohsons1/status/780491325766598656,RT @CelebrityCruise: We believe in a world without walls. We believe that borders are meant to be crossed. #BeyondBorders #debates https://…,Yes,No,,,,,,
2016-09-26 19:37:57+00:00,780491619715936257,MoreNiceguy,154,131,0,0,"Hillary, Debates, DebateNight, Debates2016, OmittedHillaryQuestions",RacySicilian,,http://twitter.com/MoreNiceguy/status/780491619715936257,RT @RacySicilian: And #Hillary calls us deplorable. SMH 😡  #Debates #DebateNight #Debates2016  #OmittedHillaryQuestions https://t.co/lvSuxP…,Yes,No,,,,,,
2016-09-26 19:46:36+00:00,780493794173079553,Bvweir,18499,15460,0,0,"Debates2016, VoteBlue",,,http://twitter.com/Bvweir/status/780493794173079553,You won’t want to miss #Debates2016        #VoteBlue           Donald Trump and Hillary Clinton square off.  https://t.co/9GJ3TvkeeZ,No,No,,https://t.co/9GJ3TvkeeZ,https://www.hillaryclinton.com/feed/watch-the-presidential-debates/?utm_campaign=feed_share_btn&utm_medium=share&utm_source=tw,,,
2016-09-26 19:46:59+00:00,780493893829795841,Trumplivesmater,984,3313,0,0,"debatenight, Debates2016",pplsummit,,http://twitter.com/Trumplivesmater/status/780493893829795841,RT @pplsummit: ATTENTION: Immigrants Don’t Steal Jobs or Wages. Billionaires Do.  https://t.co/BcbcogEz2G #debatenight #Debates2016 https:/…,Yes,No,,https://t.co/BcbcogEz2G,http://bit.ly/2dkwntC,,,
2016-09-26 19:49:09+00:00,780494437461942272,roguebarnyc,485,1203,0,0,"debate, NFL, mondaynightfootball, roguebarnyc, 2016presidentialdebate",,,http://twitter.com/roguebarnyc/status/780494437461942272,#debate #NFL #mondaynightfootball Debate or Football? We have them both!! #roguebarnyc #2016presidentialdebate https://t.co/I3C6bQVDJZ,No,No,,,,,,http://pbs.twimg.com/media/CtTfjchWIAEUNIm.jpg
2016-09-26 19:57:47+00:00,780496610056740864,FessEnden4,224,115,0,0,BernieOrBust,,,http://twitter.com/FessEnden4/status/780496610056740864,Never heard of the other guys So it #BernieOrBust all the way and beyond https://t.co/JoTBpsecPH,No,Yes,,https://t.co/JoTBpsecPH,https://twitter.com/YourMagconPolls/status/780484908443574272,,,
2016-09-26 19:58:49+00:00,780496870548377600,noblebarnes87,5274,2153,0,0,debatenight,MissLizzyNJ,,http://twitter.com/noblebarnes87/status/780496870548377600,RT @MissLizzyNJ: I wonder if Hillary will be wearing her tinfoil hat for #debatenight and if one of her main talking points will be Pepe. #…,Yes,No,,,,,,
2016-09-26 20:01:00+00:00,780497418911621120,JonatusJr,3882,1229,0,0,,HillaryClinton,,http://twitter.com/JonatusJr/status/780497418911621120,RT @HillaryClinton: Not a single living president has endorsed Donald Trump. https://t.co/nGXxXTo3NI,Yes,No,,https://t.co/nGXxXTo3NI,http://hrc.io/2dtsbE1,,,
2016-09-26 20:01:58+00:00,780497662105780226,_paradisssse_,195,123,0,0,,HillaryClinton,,http://twitter.com/_paradisssse_/status/780497662105780226,RT @HillaryClinton: You can't sit this election out. Add your name right now to say you’re with Hillary! https://t.co/Y3bNRPZ48A,Yes,No,,https://t.co/Y3bNRPZ48A,https://cards.twitter.com/cards/18ce53ysf9s/29wn5,,,
2016-09-26 20:02:44+00:00,780497857698729984,jokeronparade,2372,2054,0,0,debatenight,,,http://twitter.com/jokeronparade/status/780497857698729984,Make sure Hillary's ears are checked for earpieces.  #debatenight,No,No,,,,,,
2016-09-26 20:03:09+00:00,780497962430521344,koksilala,1772,1170,0,0,"Debate, debatenight, HillaryClinton, DonaldTrump, Debates2016",,,http://twitter.com/koksilala/status/780497962430521344,It comes down to 90 minutes. #Debate #debatenight #HillaryClinton #DonaldTrump  #Debates2016,No,No,,,,,,
2016-09-26 20:05:47+00:00,780498625176698880,TeamTrumpRussia,4876,5263,0,0,"debatenight, Debates2016",USATODAY,,http://twitter.com/TeamTrumpRussia/status/780498625176698880,RT @USATODAY: Who will win #debatenight?  https://t.co/ZZkd8ZesGe #Debates2016,Yes,No,,https://t.co/ZZkd8ZesGe,http://elections.usatoday.com,,,
2016-09-26 20:07:00+00:00,780498929045516288,TheLauraAbernat,60,71,0,0,,JamilSmith,,http://twitter.com/TheLauraAbernat/status/780498929045516288,"RT @JamilSmith: This is a dick move, for obvious reasons. And a lot of hardworking Americans are on medication to make it through the day,…",Yes,Yes,,,,,,
2016-09-26 20:12:47+00:00,780500387140890624,BerlinSandra78,308,101,0,0,,"HillaryClinton, TheBriefing2016",,http://twitter.com/BerlinSandra78/status/780500387140890624,RT @HillaryClinton: Trump told 31 outright lies just last week.  Keep him honest at tonight's debate: Follow @TheBriefing2016 to get the fa…,Yes,No,,,,,,
2016-09-26 20:15:38+00:00,780501100894031872,JoeSumup,611,2077,0,0,DebateNight,"HunterHRC2016, BloombergTV, SDzzz",,http://twitter.com/JoeSumup/status/780501100894031872,"RT @HunterHRC2016: The Trumpsters‘ County Fair In Bloomsburg, Pennsylvania  https://t.co/lxLx91TrWQ  #DebateNight  @BloombergTV @SDzzz http…",Yes,Yes,,https://t.co/lxLx91TrWQ,https://twitter.com/kristoncapps/status/780239867921956865,,,
2016-09-26 20:23:21+00:00,780503046019252224,WolfSharp10,7,74,0,0,,"HillaryClinton, TheBriefing2016",HillaryClinton,http://twitter.com/WolfSharp10/status/780503046019252224,"@HillaryClinton @TheBriefing2016 Hillary , tells it like it is !!!",No,No,,,,,,
2016-09-26 20:29:37+00:00,780504621668306944,daviddimiele,74,153,0,0,debates,Jenn_Abrams,,http://twitter.com/daviddimiele/status/780504621668306944,RT @Jenn_Abrams: Hillary entering the #debates tonight https://t.co/r7UviTIJK5,Yes,No,,,,,,http://pbs.twimg.com/tweet_video_thumb/CtS-3ulXYAA37DD.jpg
2016-09-26 20:33:26+00:00,780505583724142593,JLownLaw,4965,5352,0,0,debatenight,TeamPelosi,,http://twitter.com/JLownLaw/status/780505583724142593,RT @TeamPelosi: Important read before #debatenight at Hofstra: https://t.co/CpTrtmuUYK,Yes,No,,https://t.co/CpTrtmuUYK,http://www.nytimes.com/2016/09/26/opinion/why-donald-trump-should-not-be-president.html,,,
2016-09-26 20:33:39+00:00,780505638287859721,gabrfranke,480,525,0,0,,DrJillStein,,http://twitter.com/gabrfranke/status/780505638287859721,RT @DrJillStein: We were immediately escorted off of the Hofstra campus after the press conference just now and told not to do any more pre…,Yes,No,,,,,,
2016-09-26 20:52:03+00:00,780510265842343936,TexasRebel1836,4453,3805,0,0,,SonofLiberty357,,http://twitter.com/TexasRebel1836/status/780510265842343936,RT @SonofLiberty357: Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack began: https://t.co/AO4l1ltlLT #de…,Yes,No,,https://t.co/AO4l1ltlLT,http://fxn.ws/1m8UP02,,,
2016-09-26 20:52:27+00:00,780510366631620609,ForeverMonefa,1228,886,0,0,debates,"NevSchulman, Snapchat",,http://twitter.com/ForeverMonefa/status/780510366631620609,RT @NevSchulman: This only begins to express how disgusted I am with Trump and how disappointed I am with @Snapchat #debates https://t.co/H…,Yes,No,,,,,,
2016-09-26 20:54:04+00:00,780510775505027072,54Ange,656,937,0,0,,"daxtonbrown, BarackObama",,http://twitter.com/54Ange/status/780510775505027072,"RT @daxtonbrown: Actually, race only matters to racists like @BarackObama https://t.co/oACcaJwIuU",Yes,Yes,,https://t.co/oACcaJwIuU,https://twitter.com/thehill/status/780444587382939649,,,
2016-09-26 20:54:55+00:00,780510987061518336,TurfNetMaestro,344,74,0,0,,"USTermLimits, LesterHoltNBC",,http://twitter.com/TurfNetMaestro/status/780510987061518336,RT @USTermLimits: RT if you believe @LesterHoltNBC must ask the candidates whether or not they support term limits on our broken Congress.…,Yes,No,,,,,,
2016-09-26 21:03:15+00:00,780513085442236417,johnmspence,83,366,0,0,,realDonaldTrump,realDonaldTrump,http://twitter.com/johnmspence/status/780513085442236417,@realDonaldTrump Good luck with the debate tonight!,No,No,,,,,,
2016-09-26 21:03:30+00:00,780513149388599296,krisnoteboom,237,320,0,0,"debatenight, NeverTrump",,,http://twitter.com/krisnoteboom/status/780513149388599296,"Tonight: Go home, shower, into comfy clothes, then ice cream whiskey, curl up on couch and cry while I watch the #debatenight #NeverTrump",No,No,,,,,,
2016-09-26 21:05:02+00:00,780513536267186180,WTelfordHerald,2586,1292,0,0,"JoeStrummer, humanity",Strummerfest,,http://twitter.com/WTelfordHerald/status/780513536267186180,"RT @Strummerfest: Agreed. Like #JoeStrummer said, ""It's time to take that #humanity back into the centre of the ring..."" Right, @JoeStrumme…",Yes,Yes,,,,,,
2016-09-26 21:06:04+00:00,780513793570770945,QballEmpire,1021,1513,0,0,Debates2016,,,http://twitter.com/QballEmpire/status/780513793570770945,"Tonight's ""debate"" is what America is all about, even if it is two idiots that don't have the character the office deserves. #Debates2016",No,No,,,,,,
2016-09-26 21:06:35+00:00,780513923464396800,jumaryteacher,153,257,0,0,"debate, Debates2016",MikePenceVP,,http://twitter.com/jumaryteacher/status/780513923464396800,RT @MikePenceVP: Retweet if you think that Donald Trump will crush Hillary Clinton tonight at the debate!! #debate #Debates2016 #debatenigh…,Yes,No,,,,,,
2016-09-26 21:07:55+00:00,780514260086587396,Stephen_Forg,311,259,0,0,DebateNight,"RealTimers, billmaher",,http://twitter.com/Stephen_Forg/status/780514260086587396,RT @RealTimers: It's #DebateNight and @BillMaher is going to keep things real! Join him for live commentary starting @ 9PM Eastern. #Debate…,Yes,No,,,,,,
2016-09-26 21:08:38+00:00,780514442018553856,eztempo,1496,1472,0,0,,skoczela,,http://twitter.com/eztempo/status/780514442018553856,RT @skoczela: So will literally everyone with a Twitter account. https://t.co/66eKp52oWz,Yes,Yes,,https://t.co/66eKp52oWz,https://twitter.com/RandPaul/status/780506202295963648,,,
2016-09-26 21:09:12+00:00,780514581911396356,tonkennykerry,396,1401,0,0,DebateNight,HillaryClinton,,http://twitter.com/tonkennykerry/status/780514581911396356,RT @HillaryClinton: Watch this before you watch tonight's debate. #DebateNight https://t.co/vnC4bMrS0Q,Yes,No,,,,,,http://pbs.twimg.com/amplify_video_thumb/780205537451384833/img/PSjYwoLSqwxml48l.jpg
2016-09-26 21:10:10+00:00,780514824904019968,tanyaleeana,28,191,0,0,,"HillaryClinton, TheBriefing2016",,http://twitter.com/tanyaleeana/status/780514824904019968,RT @HillaryClinton: Trump told 31 outright lies just last week.  Keep him honest at tonight's debate: Follow @TheBriefing2016 to get the fa…,Yes,No,,,,,,
2016-09-26 21:10:26+00:00,780514892847550464,Worldwide_Al,828,679,0,0,"basketofdeplorables, NeverTrump, debatenight","bennydiego, kristoncapps",,http://twitter.com/Worldwide_Al/status/780514892847550464,RT @bennydiego: A picture is worth a thousand words. #basketofdeplorables #NeverTrump #debatenight MT: @kristoncapps https://t.co/H2o8q3CMDT,Yes,No,,,,,,http://pbs.twimg.com/media/CtTrZf5UAAA0sbN.jpg
2016-09-26 21:14:52+00:00,780516008108797952,_reminiscen_,418,393,0,0,,HillaryClinton,,http://twitter.com/_reminiscen_/status/780516008108797952,RT @HillaryClinton: Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States. https…,Yes,No,,,,,,
2016-09-26 21:16:35+00:00,780516442643001345,grt8ness2017,998,1291,0,0,PoliTRICKS,,,http://twitter.com/grt8ness2017/status/780516442643001345,#PoliTRICKS https://t.co/hCwVej9JTl,No,Yes,,https://t.co/hCwVej9JTl,https://twitter.com/NotPorC/status/780515929780125696,,,
2016-09-26 21:20:10+00:00,780517344141606913,stupidrockshow,837,1286,0,0,,realDonaldTrump,,http://twitter.com/stupidrockshow/status/780517344141606913,RT @realDonaldTrump: URGENT: Today is a big day. Help us hit our $20 MILLION GOAL.  Donate by 7pm https://t.co/lWgfpOCv1K https://t.co/PUkR…,Yes,No,,https://t.co/lWgfpOCv1K,http://bit.ly/2cXn7sv,,,
2016-09-26 21:24:15+00:00,780518368965046272,scijohncook,498,797,0,0,,christi_stevens,,http://twitter.com/scijohncook/status/780518368965046272,RT @christi_stevens: Shhhh. Your Saul Alinsky tactics don't work anymore. America is onto you Hillary. Just worry about staying upright ton…,Yes,Yes,,,,,,
2016-09-26 21:26:27+00:00,780518923905007616,beboppergirl,835,1840,0,0,"debatenight, ImWithHer",blkkcatt,,http://twitter.com/beboppergirl/status/780518923905007616,RT @blkkcatt: Hillary Even Has A Plan 4 AUTISM💙‼ #debatenight #ImWithHer https://t.co/eGAY43P19N,Yes,No,,,,,,http://pbs.twimg.com/media/CtTzbGnVIAAmvK9.jpg
2016-09-26 21:27:07+00:00,780519093954682880,CindyGi03582396,274,507,0,0,"TrumpTrain, DebateNight, MAGA","DanScavino, HofstraU, realDonaldTrump, Snapchat",,http://twitter.com/CindyGi03582396/status/780519093954682880,RT @DanScavino: Here we come @HofstraU! Lets go #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸  #DebateNight #MAGA Join @realDonaldTrump on @Snapchat: https://t.co/…,Yes,No,,,,,,
2016-09-26 21:34:04+00:00,780520842513948672,RespectMatters2,134,160,0,0,TheFive,"FoxNews, ericbolling",,http://twitter.com/RespectMatters2/status/780520842513948672,"RT @FoxNews: .@ericbolling: ""Let's not forget the big whopper of all lies: 'I didn't send any classified material in my email.'"" #TheFive #…",Yes,No,,,,,,
2016-09-26 21:41:04+00:00,780522602100092928,coff33loveit,12670,13709,0,0,debatenight,Cernovich,,http://twitter.com/coff33loveit/status/780522602100092928,"RT @Cernovich: Source, ""if you make a negative Hillary comment in the #debatenight hashtag a hillbot will engage you, that's where they are…",Yes,No,,,,,,
2016-09-26 21:43:19+00:00,780523170541375488,MadamHunt,279,220,0,0,"debatenight, debates",USA_Gunslinger,,http://twitter.com/MadamHunt/status/780523170541375488,RT @USA_Gunslinger: This man is dead because of Hillary's extreme carelessness. Will anyone as her about him today? #debatenight #debates #…,Yes,No,,,,,,
2016-09-26 21:44:31+00:00,780523470484480001,LnchVO8pvP4CB3O,3,57,0,0,debatenight,alaa_0007,,http://twitter.com/LnchVO8pvP4CB3O/status/780523470484480001,RT @alaa_0007: It's weird!  #debatenight 799  https://t.co/y84o4iOxTU,Yes,No,,https://t.co/y84o4iOxTU,http://j.mp/2cY95Xj,,,
2016-09-26 21:46:35+00:00,780523990641172485,LPrenatt,206,420,0,0,Debates,"TommyMcFLY, HillaryClinton, realDonaldTrump",,http://twitter.com/LPrenatt/status/780523990641172485,RT @TommyMcFLY: This is pretty much what the #Debates will look like tonight. (@HillaryClinton @realDonaldTrump) https://t.co/GFzdyjfDdP,Yes,No,,,,,,http://pbs.twimg.com/tweet_video_thumb/CtTy22kUAAEEuK_.jpg
